cap-shape,cap-surface,cap-color,bruises%3F,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-type,spore-print-color,population,habitat,class
flat,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,white,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,smooth,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
convex,fibrous,white,FALSE,none,free,crowded,broad,pink,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
convex,smooth,cinnamon,TRUE,none,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,white,solitary,paths,edible
knobbed,fibrous,gray,FALSE,none,free,crowded,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,pink,white,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,pink,partial,white,evanescent,white,several,paths,poisonous
convex,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,smooth,silky,white,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,orange,clustered,leaves,edible
flat,scaly,yellow,FALSE,none,free,crowded,narrow,white,enlarging,yellow,scaly,yellow,yellow,partial,yellow,evanescent,white,clustered,leaves,poisonous
convex,scaly,cinnamon,FALSE,musty,attached,close,broad,white,enlarging,silky,scaly,cinnamon,cinnamon,partial,white,none,white,clustered,woods,poisonous
convex,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,white,partial,white,evanescent,white,several,woods,poisonous
convex,scaly,pink,TRUE,none,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,white,several,paths,edible
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,smooth,silky,white,white,partial,white,pendant,white,numerous,grasses,edible
bell,smooth,gray,FALSE,none,free,crowded,broad,pink,enlarging,smooth,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,silky,smooth,pink,white,partial,white,evanescent,white,several,paths,poisonous
convex,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,buff,several,leaves,edible
bell,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,buff,several,leaves,edible
flat,smooth,brown,TRUE,none,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,white,solitary,paths,edible
knobbed,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
flat,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,silky,smooth,pink,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,smooth,smooth,white,pink,partial,white,evanescent,white,several,woods,poisonous
flat,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,silky,smooth,white,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,smooth,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,silky,smooth,white,white,partial,white,evanescent,white,several,paths,poisonous
bell,smooth,white,FALSE,none,free,crowded,broad,white,enlarging,silky,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
knobbed,scaly,brown,FALSE,musty,free,close,broad,yellow,enlarging,silky,scaly,cinnamon,cinnamon,partial,white,none,white,clustered,woods,poisonous
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,yellow,several,leaves,edible
knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,smooth,silky,pink,white,partial,white,evanescent,white,several,paths,poisonous
bell,smooth,white,FALSE,none,free,crowded,broad,white,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
convex,smooth,gray,FALSE,none,free,crowded,broad,pink,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,white,white,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,smooth,silky,white,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,white,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,white,white,partial,white,evanescent,white,several,paths,poisonous
bell,smooth,gray,FALSE,none,free,crowded,broad,pink,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,paths,poisonous
bell,fibrous,white,FALSE,none,free,crowded,broad,gray,enlarging,smooth,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
conical,scaly,yellow,FALSE,none,free,crowded,narrow,yellow,enlarging,yellow,scaly,yellow,yellow,partial,yellow,evanescent,white,clustered,leaves,poisonous
convex,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,white,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
convex,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
bell,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,yellow,several,leaves,edible
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
bell,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,brown,clustered,leaves,edible
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,pink,white,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,white,partial,white,evanescent,white,several,paths,poisonous
bell,smooth,gray,FALSE,none,free,crowded,broad,pink,enlarging,smooth,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,brown,clustered,leaves,edible
bell,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,brown,several,leaves,edible
convex,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,smooth,silky,white,pink,partial,white,evanescent,white,several,woods,poisonous
convex,smooth,gray,TRUE,none,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,white,several,paths,edible
convex,fibrous,gray,FALSE,none,free,crowded,broad,white,enlarging,silky,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,silky,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,smooth,white,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,pink,white,partial,white,evanescent,white,several,woods,poisonous
flat,smooth,pink,TRUE,none,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,white,solitary,paths,edible
knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,smooth,white,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,smooth,smooth,pink,white,partial,white,evanescent,white,several,paths,poisonous
flat,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,buff,clustered,leaves,edible
knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,pink,white,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,silky,silky,white,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,woods,poisonous
flat,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,white,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
convex,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,orange,clustered,leaves,edible
flat,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,white,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,gray,FALSE,none,free,crowded,broad,pink,enlarging,smooth,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,white,partial,white,evanescent,white,several,leaves,poisonous
flat,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,orange,several,leaves,edible
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
convex,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,smooth,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,orange,several,leaves,edible
flat,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,white,white,partial,white,evanescent,white,several,woods,poisonous
flat,scaly,brown,TRUE,none,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,white,solitary,paths,edible
convex,fibrous,gray,FALSE,none,free,crowded,broad,gray,enlarging,smooth,silky,white,white,partial,white,pendant,white,numerous,grasses,edible
knobbed,smooth,white,FALSE,none,free,crowded,broad,white,enlarging,silky,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
bell,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,buff,clustered,leaves,edible
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,white,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,white,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,brown,FALSE,none,free,close,broad,white,enlarging,yellow,scaly,brown,brown,partial,white,pendant,white,solitary,paths,edible
convex,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,white,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,smooth,silky,white,white,partial,white,evanescent,white,several,woods,poisonous
flat,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,smooth,silky,white,pink,partial,white,evanescent,white,several,leaves,poisonous
flat,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,buff,several,leaves,edible
flat,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,smooth,smooth,white,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,smooth,silky,white,pink,partial,white,evanescent,white,several,leaves,poisonous
bell,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,yellow,clustered,leaves,edible
convex,fibrous,gray,FALSE,none,free,crowded,broad,gray,enlarging,silky,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,white,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,smooth,smooth,white,white,partial,white,evanescent,white,several,paths,poisonous
convex,smooth,gray,FALSE,none,free,crowded,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,white,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,white,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,white,pink,partial,white,evanescent,white,several,leaves,poisonous
bell,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,orange,clustered,leaves,edible
bell,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,smooth,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
convex,scaly,red,FALSE,musty,attached,close,broad,white,enlarging,silky,scaly,cinnamon,cinnamon,partial,white,none,white,clustered,woods,poisonous
knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,smooth,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,silky,smooth,pink,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,white,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,white,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,pink,white,partial,white,evanescent,white,several,woods,poisonous
convex,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,silky,smooth,pink,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,white,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,pink,white,partial,white,evanescent,white,several,woods,poisonous
bell,fibrous,gray,FALSE,none,free,crowded,broad,white,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,scaly,brown,FALSE,musty,attached,close,broad,yellow,enlarging,silky,scaly,cinnamon,cinnamon,partial,white,none,white,clustered,woods,poisonous
flat,smooth,brown,TRUE,none,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,white,several,paths,edible
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,paths,poisonous
flat,scaly,yellow,FALSE,none,free,crowded,narrow,yellow,enlarging,yellow,scaly,yellow,yellow,partial,yellow,evanescent,white,clustered,leaves,poisonous
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,white,white,partial,white,evanescent,white,several,leaves,poisonous
flat,scaly,red,FALSE,musty,attached,close,broad,yellow,enlarging,silky,scaly,cinnamon,cinnamon,partial,white,none,white,clustered,woods,poisonous
convex,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,smooth,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
knobbed,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,white,pink,partial,white,evanescent,white,several,leaves,poisonous
flat,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,woods,poisonous
flat,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,yellow,clustered,leaves,edible
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,woods,poisonous
flat,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,pink,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,white,white,partial,white,evanescent,white,several,paths,poisonous
flat,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,white,partial,white,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,white,pink,partial,white,evanescent,white,several,paths,poisonous
convex,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,paths,poisonous
convex,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,silky,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
convex,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,smooth,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
convex,fibrous,white,FALSE,none,free,crowded,broad,white,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,pink,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,white,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,silky,smooth,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,white,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,white,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,white,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,white,white,partial,white,evanescent,white,several,woods,poisonous
flat,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,orange,clustered,leaves,edible
flat,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,white,white,partial,white,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,pink,white,partial,white,evanescent,white,several,leaves,poisonous
convex,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,silky,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
convex,fibrous,white,FALSE,none,free,crowded,broad,pink,enlarging,smooth,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,white,pink,partial,white,evanescent,white,several,woods,poisonous
convex,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,orange,clustered,leaves,edible
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,white,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,pink,white,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,white,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,pink,white,partial,white,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
bell,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,buff,clustered,leaves,edible
flat,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,brown,clustered,leaves,edible
bell,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,silky,silky,pink,white,partial,white,evanescent,white,several,leaves,poisonous
convex,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,brown,clustered,leaves,edible
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,smooth,pink,white,partial,white,evanescent,white,several,woods,poisonous
bell,fibrous,gray,FALSE,none,free,crowded,broad,gray,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
bell,smooth,gray,FALSE,none,free,crowded,broad,pink,enlarging,silky,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
convex,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,white,pink,partial,white,evanescent,white,several,woods,poisonous
convex,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,buff,clustered,leaves,edible
convex,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,smooth,silky,white,white,partial,white,pendant,white,numerous,grasses,edible
convex,smooth,brown,FALSE,none,free,close,broad,white,enlarging,yellow,scaly,brown,brown,partial,white,pendant,white,solitary,paths,edible
knobbed,smooth,gray,FALSE,none,free,crowded,broad,gray,enlarging,smooth,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
convex,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,silky,silky,white,white,partial,white,pendant,white,numerous,grasses,edible
flat,scaly,cinnamon,FALSE,musty,free,close,broad,yellow,enlarging,silky,scaly,cinnamon,cinnamon,partial,white,none,white,clustered,woods,poisonous
convex,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,yellow,clustered,leaves,edible
knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,white,partial,white,evanescent,white,several,leaves,poisonous
convex,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,silky,smooth,white,white,partial,white,pendant,white,numerous,grasses,edible
knobbed,fibrous,white,FALSE,none,free,crowded,broad,gray,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
bell,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,silky,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,buff,several,leaves,edible
knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,smooth,smooth,pink,pink,partial,white,evanescent,white,several,paths,poisonous
flat,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,silky,silky,pink,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,smooth,smooth,orange,orange,partial,brown,pendant,brown,several,leaves,edible
flat,smooth,pink,TRUE,none,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,white,several,paths,edible
knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,silky,silky,white,white,partial,white,evanescent,white,several,paths,poisonous
bell,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,silky,smooth,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,smooth,smooth,white,pink,partial,white,evanescent,white,several,paths,poisonous
knobbed,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,silky,silky,white,white,partial,white,pendant,white,scattered,grasses,edible
knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,silky,pink,pink,partial,white,evanescent,white,several,leaves,poisonous
knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,smooth,smooth,pink,white,partial,white,evanescent,white,several,leaves,poisonous
flat,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,smooth,smooth,orange,orange,partial,orange,pendant,buff,clustered,leaves,edible
